username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Linda,820348507,1/25/18 18:23,"RT @KimWelzenbach: Sam Brownback, Kansas governor, to resign on Jan. 31; he will join the Trump admin. - https://t.co/PXzFS7ph20 - @washtim...",2,None,4548,4977,0,0
Jon-emmanuel Ramos,8.26505E+17,1/25/18 18:23,"RT @realvicentefox: Dear @StormyDaniels ,When you had sex with @POTUS @realDonaldTrump (while he was cheating on @FLOTUS @MELANIATRUMP ),...",5994,None,47,130,0,0
Abbey Rivers,154646116,1/25/18 18:23,"RT @HarleyRouda: Dana Rohrabacher and Donald Trump continue to take us backwards, siding with Vladimir Putin over America's interests. Chec...",940,None,1738,1492,0,0
Liberty and Justice,8.63249E+17,1/25/18 18:23,"RT @Prime_Politics: Trump vs. Obama: Who's A Better @POTUS?-[?] RETWEET &amp; COMMENT WHY! -[?] Use the Hashtag: #TrumpvsObamaAnd We'll Retwe...",1045,TrumpvsObama,1359,1652,0.625,0.5
Dee,455394628,1/25/18 18:23,"RT @kylegriffin1: There's another 20-something with little experience in a top Trump admin position, this time working as deputy chief of s...",603,None,7015,6489,0.15625,0.5
Ajaz Shai Khail,8.90307E+17,1/25/18 18:23,RT @STWuk: The kill chain: inside the unit that tracks targets for US drone wars #Drones #Trump #Iraq #Syria https://t.co/0RNia3Mvq3,9,Drones,38,122,0,0
L8DYSCRIBE,27080282,1/25/18 18:23,"@DonaldJTrumpJr Oh look, more hush money for porn stars from the Trump campaign.",0,None,76,431,0.5,0.5
Mary Rutledge,95491834,1/25/18 18:23,"RT @SenSherrodBrown: The @CFPB was founded to champion consumers. Who does it champion now? Payday lenders. https://t.co/LjER21n63w",134,None,445,1180,0,0
Renae Jones,632927277,1/25/18 18:23,RT @StevenBeschloss: @DavidCornDC It's hard to imagine Trump without Sarah Palin lowering the bar for elected office &amp; making mindless cons...,26,None,1743,3642,-0.245833333,0.720833333
Pat Fuller Î©,19088288,1/25/18 18:23,"RT @BryanDawsonUSA: While Trump and GOP gave CEOs and corporate board member, donors and investors billions to invest in China, buy more Ca...",71,None,79099,62824,0.25,0.25
Faith C.â›ªï¸è_Ÿ™è_Ÿè_âœùï¸èâœ¡ï¸è,7.96905E+17,1/25/18 18:23,RT @dbongino: Why is John Kerry not being investigated for violating the Logan Act?  https://t.co/Lsf87Xgq77,5887,None,329,233,0,0
Chase Mendoza,297220906,1/25/18 18:23,RT @PhilipPullella: The pope's fake news guide couldn't be more different from Trump's https://t.co/qYqB4kck5Z,6,None,139,248,0,0.7
Kurtis Smith,8.03403E+17,1/25/18 18:23,"RT @TrumpTheHill: NO WALL = NO DACA!A tough concept for Schumer and his clowns. They'll understand soon enough.  Trump Puts America...",71,None,2373,4994,-0.194444444,0.666666667
"Gigi, but stressed _Ÿ˜˜",2873297867,1/25/18 18:23,"RT @OfficialJonZal: If one of you has a time machine, please go back &amp; urge Fred Trump to hug his son a time or two &amp; maybe even say ""I lov...",281,None,252,215,0,0
Local History Guy #FBPE #WATON _Ÿ‡¬_Ÿ‡§_Ÿ‡ª_Ÿ‡º,9.13466E+17,1/25/18 18:23,RT @Doozy_45: GET THE ROTTEN EGGS READY... Trump is finalising plans for a state visit to UK this year / #Brexit #Trump #Toxic https://t.co...,2,Brexit,1482,4015,0.2,0.5
Larisa Dan #Resist,9.15245E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/ictpQWnK0W,0,None,140,608,-0.65,0.95
Novemberstorm50,331890004,1/25/18 18:23,RT @ElderLansing: POTUS Trump's tax cut bill has multiple corporations giving employees significant bonuses and pay raises while Dumbocrats...,260,None,4549,4176,0.1875,0.4375
DC,3279787260,1/25/18 18:23,"RT @joshdcaplan: Upon arriving at #Davos for the World Economic Forum, President Trump is asked, ""what's your message to the world?"" -- ""Pe...",541,Davos,49,151,0.2,0.2
Gabriella âù_ï¸è_Ÿ”¥âœŸï¸è_Ÿ”«_Ÿ‡º_Ÿ‡¸,8.73368E+17,1/25/18 18:23,"[?]When God speaks through Franklin Graham, we listen:[?]   -[?]Please Retweet-[?]@realDonaldTrump@DonaldJTrumpJr... https://t.co/d8cDLQkIlN",1,None,4031,3735,-0.75,1
(((Barbara)))DoNotKnit,126849069,1/25/18 18:23,@AliVelshi Any chance on getting Trump to STFU?,0,None,889,391,0,0
_Ÿ_™HITMAN WITH A W_Ÿ‘¨_Ÿè»â€ç_Ÿ’»,7.35634E+17,1/25/18 18:23,"RT @NWOinPanicMode: Trump has pure disdain for the liberal elites at Davos.He's going there to make deals in OUR best interest and as liv...",29,None,15446,5584,0.607142857,0.4
woitek j,384005220,1/25/18 18:23,"RT @President1Trump: .@newtgingrich On Kerry telling Abbas he may run against @POTUS in 2020: ""Trump can beat any of them""! #TrumpPence2020...",27,TrumpPence2020,6129,3475,0,0
Performing Monkey,282483166,1/25/18 18:23,"RT @hugorifkind: I'm well aware that this will render my Twitter unusable for the rest of the week at least, but here goes, anyway. When Tr...",32,None,287,701,-0.025,0.325
MooseLambResistâœ_,3226946687,1/25/18 18:23,RT @Bella_ofA: These 6 Women Had No Plans To Run For Office. Then Trump Came Along. - HuffPost https://t.co/nAUEnCZYsB,5,None,5817,4144,0,0
The Colonel,8.80036E+17,1/25/18 18:23,@TRobinsonNewEra Good picture. Because that's about as many people who will turn up to support trump.,0,None,156,163,0.6,0.55
Jeffrey Riepl,2959678221,1/25/18 18:23,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2571,None,64,223,-0.3,0.55
Mia Becerra,600551349,1/25/18 18:23,RT @ACLU: To Trump's judicial nominee who thinks there is no racial bias in the justice system: Blacks are nearly four times more likely to...,530,None,64,92,0.2,0.633333333
Cracky,9.5139E+17,1/25/18 18:23,@spaceangel1964 @realDonaldTrump @POTUS @MumsnetTowers @GMB @ShropshireStar @emmyzen @StopFundingHate... https://t.co/8hpxuc7CqE,0,None,13,101,0,0
"hanni _ŸŒ_ | 1, 13",3349844241,1/25/18 18:23,"RT @TheAlexanderJJ: rt if you're lgbt+ communityrt if you're straightrt if you support lgbt+ rights rt if we should throw trump in a vol...",472,None,475,305,0.2,0.4
Sidehackmary,94683545,1/25/18 18:23,"RT @WhiteHouse: President Trump arrived in Davos, Switzerland, early this morning--one day before he becomes only the second American presid...",796,None,270,749,0.025,0.325
Russian Bot Vladski Putski #FBPE,92370453,1/25/18 18:23,RT @BreitbartLondon: UK Labour's Anti-Trump Emily Thornberry 'Rebuffed By White House'  https://t.co/xOiNipFsO8,53,None,1175,2295,0,0
Janet,27260033,1/25/18 18:23,"RT @Alyssa_Milano: #MeToo Lawsuit challenges Trump's rollback of guidance on campus sexual violence https://t.co/vbwOy9Vubv",108,MeToo,278,519,0.5,0.833333333
Michelle B,8.29159E+17,1/25/18 18:23,"RT @TruthinGov2016: George Soros, Filled With Hate, Spent Record Amount ""Lobbying"" (aka ""creating death and mahem"") During Trump's First Ye...",18,None,230,438,-0.0625,0.558333333
Appalled Scientists,8.24427E+17,1/25/18 18:23,"RT @RepAdamSchiff: Trump goes to Davos, having insulted many of the world leaders there, to tell them to put ""America First."" Apparently th...",2806,None,239,367,0.266666667,0.394444444
Terra Wales,288408661,1/25/18 18:23,Senate Judiciary to release Trump Tower witness transcripts https://t.co/DTwlggVLMn,0,None,416,468,0,0
Josie Partington,2515619535,1/25/18 18:23,"RT @OwenJones84: It's official: Donald Trump is coming to Britain later this year.Let's make sure he's met by the most incredible protest...",515,None,403,495,0.475,0.572222222
Arcadio Herrera,116470365,1/25/18 18:23,"As U.S. Trumpets 'America First,' Rest of the World Is Moving On https://t.co/XmbZvZFw6F",0,None,580,1581,0.25,0.333333333
rey,9.54116E+17,1/25/18 18:23,RT @foxandfriends: .@newtgingrich: It's 'amazingly fishy' that top FBI officials have not obeyed the law and created a secret group to unde...,347,None,8,33,0.233333333,0.7
Bronwyn Harkin,1247491603,1/25/18 18:23,"RT @HonestReporting: Palestinians complain that Trump cutting funding to UNRWA. Say it will ""starve Palestinian children."" Then they buy a...",840,None,1103,682,-0.6,0.9
Ramona,9.20383E+17,1/25/18 18:23,"RT @funder: .@ChuckGrassley-Hurry up &amp; release the Donald Trump, Jr. testimony. It doesn't take days to redact something that small. We kno...",22,None,244,306,-0.25,0.4
Thomas Paine,48794154,1/25/18 18:23,"RT @TheDailyEdge: Are there any responsible members of the @GOP left? Or is the ""Party of Business"" now fully owned by the dangerous cult A...",70,None,642,1095,-0.133333333,0.483333333
Alena #Resist,9.15241E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/F0oL7B4PIC,0,None,102,737,-0.65,0.95
Free Born John,2804524551,1/25/18 18:23,@sunick51 Global Finance/Corporate America paid $1B trying to buy US election for Clinton + Establishment will do a... https://t.co/ptlIAhPc6n,0,None,205,416,0,0
Victoria Landin,8.39153E+17,1/25/18 18:23,"RT @ProudResister: BREAKING: Mueller wants to question Donald Trump in the coming weeks.FUN FACT: Donald Trump lied over 30 times in a 20...",3621,None,2435,4994,0.25,0.15
Cindy,3784931301,1/25/18 18:23,"RT @JudgeJeanine: John Kerry is a loser. Our prayers would be answered if he runs against President Trump.https://t.co/qVzFHb9e8l",1125,None,221,176,0,0
Alex rofeeh,8.89685E+17,1/25/18 18:23,"@LatchBD @DrieuxK Liberal logicYou don't agree with their views or support trumpYou must be a bot No other explanation just a bot",0,None,1,103,0.0625,0.375
Brian Walker,422802626,1/25/18 18:23,RT @DougSides: Under Barack Obama Christians were slaughtered like animals as his CIA supported ISIS &amp; other terrorist groups according to...,111,None,750,95,-0.125,0.375
à_¬à_¿à_—à_¡à__ Gurjar,4679014688,1/25/18 18:23,RT @IsraeliPM: WATCH: Statements by Prime Minister Benjamin Netanyahu and @POTUS Donald Trump at their meeting this evening at the World Ec...,120,None,1375,651,0,0
ãƒ‹ã‚·ãƒ£å…ˆè_©âœ¨,722643758,1/25/18 18:23,RT @shherief: I don't have a mixtape to promote so I'd just like to say fuck Donald Trump,289,None,1158,424,-0.4,0.6
Chuck Finley,9.40716E+17,1/25/18 18:23,Robert Ray is dead-on in his analysis of the Trump/Mueller situation.,0,None,38,323,0,0
Margaret Nielsen,22819266,1/25/18 18:23,"RT @Morse4America: A year ago at the Women's March, ""I felt a fire inside me...I felt like I was being made into steel."" That's why I'm run...",158,None,3624,4767,0,0
Oka Aristo #RESIST,9.15483E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/0BJuzliWia,0,None,211,1075,-0.65,0.95
Raymon Bruno,3128982433,1/25/18 18:23,"RT @GraemeDemianyk: Hoo boy ... on Sky News, @KayBurley describes Trump as being a ""slippery fish"". Ex-US ambassador John Bolton calls her...",12,None,2449,4996,0,0
Shelby Day,7.97099E+17,1/25/18 18:23,"RT @johnpavlovitz: There IS a #SecretSociety intent on undermining Trump and making him look ridiculous:- Trump- His Administration- Hi...",58,SecretSociety,22,77,-0.333333333,1
@ballerinaX,20115368,1/25/18 18:23,"RT @NatashaBertrand: ""Senator Warner will say publicly that unlike almost all of the 200 GOP congressmen who've seen the memo, he has actua...",876,None,3359,2012,0,0.066666667
LukerGaming,1423973827,1/25/18 18:23,"RT @davereaboi: For the last year, the Smart Set has taken seriously and promoted the idea that Trump worked with a foreign enemy to win an...",24,None,879,5005,0.111190476,0.380238095
Mazen Traboulsi,49074609,1/25/18 18:23,"RT @spectatorindex: BREAKING: Turkish foreign minister says Erdogan asked Trump to withdraw US troops from Manbij, Syria.",216,None,320,60,-0.125,0.125
Marisa _ŸŒ»,1167586674,1/25/18 18:23,"RT @LonnaeONeal: The incomparable @MarcJSpearsESPN and I sat down with the Golden State Warriors to talk history, race, activism, Trump and...",19,None,294,356,0.181481481,0.462962963
Julia Visberg,9.08996E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/4sHxGl6Ybe,0,None,134,996,-0.65,0.95
Tony Stark 2018 _Ÿ’¥,8.10124E+17,1/25/18 18:23,"RT @CapRogers2018: #ReleaseTheTranscriptsGrassley still takes a shot at Feinstein, like the coward he is.--Judiciary chairman plans to r...",26,ReleaseTheTranscripts,54171,29129,0,0
DEPLORABLE VICTORIA,15995652,1/25/18 18:23,"RT @TruthinGov2016: George Soros, Filled With Hate, Spent Record Amount ""Lobbying"" (aka ""creating death and mahem"") During Trump's First Ye...",18,None,14897,12125,-0.0625,0.558333333
Mel,479824168,1/25/18 18:23,Trump approval up...will go down fast if he screws up immigration  https://t.co/NoNGbhvpul,0,None,448,576,0.022222222,0.444444444
Will Freeman,8.76922E+17,1/25/18 18:23,RT @jasoninthehouse: DOJ recovers missing text messages between anti-Trump FBI agents Strzok and Page | Fox News https://t.co/CF44UNoVIR,36,None,49,121,-0.2,0.05
Paul Squires,8.66752E+17,1/25/18 18:23,"Why aren't the people calling for a mass protest over Trump's visit to the UK, also calling for a mass protest over... https://t.co/pVE0Ivd0y1",0,None,94,523,0,0
j brosh,479072723,1/25/18 18:23,"RT @PrisonPlanet: Scarborough: ""If Mueller overreaches, we will be the first to say so. The press will be the first to say so.""Right Joe,...",520,None,141,177,0.261904762,0.400793651
Greg Williams,8.75773E+17,1/25/18 18:23,"RT @BillKristol: The problem isn't merely the normalization of Trump. It's the normalization of reckless demagoguery, of angry paranoia, of...",4021,None,634,1809,-0.5,0.75
Geez Louise,480914210,1/25/18 18:23,"RT @krassenstein: Sarah Huckabee Sanders: I doubt ""any person in America"" cares about Trump asking FBI chief who he voted for. I do!!!R...",20371,None,38,365,0,0
music2c,17901118,1/25/18 18:23,RT @RawStory: 'US vs Nixon all over again': Ex-Watergate prosecutor insists Trump obstruction case is 'beyond a reasonable doubt' https://t...,99,None,1649,5001,0.2,0.6
Joys Alexandra,9.06002E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/gke0FjvTNE,0,None,112,1272,-0.65,0.95
TwittaChicca,511210135,1/25/18 18:23,RT @thebradfordfile: @realDonaldTrump The World LOVES Trump!,80,None,3955,4666,0,0
Pele Galo @pele_galo,9.49924E+17,1/25/18 18:23,"RT @TomFitton: My guess is Mueller is racing to ""interview"" @RealDonaldTrump before his own investigation further implodes with revelations...",1755,None,2,37,0.3,0.75
stephen watts,622277772,1/25/18 18:23,RT @Shareblue: Right-wing evangelist Franklin Graham tried to explain why it's OK for evangelicals to support a man who goes against all Ch...,328,None,759,1008,0.5,0.5
KarenSL,16058324,1/25/18 18:23,"RT @President1Trump: SABOTAGE: @JohnKerry not only told Palestinian President Abbas to hold out until President Trump is gone, he told him...",403,None,2552,3659,0,1
william jones,58035369,1/25/18 18:23,RT @RealEagleBites: @realDonaldTrump @netanyahu @IsraeliPM You know President Trump is achieving great things for peace when the hateful li...,5,None,1713,1806,0.8,0.75
Carol Dacanay,7.26914E+17,1/25/18 18:23,@CNBCnow @JenniferJJacobs Canada and 11 other countries moving on. And Trump running to catch up.,0,None,340,544,-0.125,0.375
Sabrina K,7.36665E+17,1/25/18 18:23,RT @WiredSources: BREAKING: Missing text messages between two anti-Trump FBI employees have been located - Fox,147,None,2438,209,-0.2,0.05
Dana Royse,7.70357E+17,1/25/18 18:23,"RT @adamcbest: Kudos to ALL 49 Senate Democrats for blocking Sam Brownback. Brownback is a bigoted zealot who completely wrecked Kansas a...",334,None,1394,1147,0.1,0.4
"SemperMAGA, Esq",3381260999,1/25/18 18:23,RT @President1Trump: INTERESTING: Defense sec Ash Carter and CIA director James clapper both wanted NSA Director Mike Rogers removed a mont...,866,None,6779,6750,0.2,0.55
ChosenOnesâœ¡ï¸è,2314102182,1/25/18 18:23,"Like Sen Cotton said, ""Not breaking news."" Trump has always been open to the idea of amnesty in exchange for border... https://t.co/epkgMAEwJC",0,None,266,188,0,0.5
Lynn Ivy,4873947553,1/25/18 18:23,RT @The_Trump_Train: @realDonaldTrump Barry and Crooked Hillary would be selling our country for personal cash right about now.. THANK GOD...,100,None,297,161,0.095238095,0.311904762
DickBernlysMustache,9.21582E+17,1/25/18 18:23,"@jimtankersley A bunch of companies have announced tax-related bonuses recently. Here's what they tell us about ho... https://t.co/5loT4gu8u2",0,None,20,31,0,0.25
Peter C. White,8.24373E+17,1/25/18 18:23,"RT @ProudResister: SPOILER ALERT: There is no ""secret society"" within the FBI plotting to undermine Donald Trump. There is a compromised Pr...",5195,None,50,153,0.2,0.7
Vicki Marshall,7.91989E+17,1/25/18 18:23,"RT @DanRather: Listen folks, #SCIENCE IS NATIONAL SECURITY. Period. End of story. You can't say you care about the health and safety of thi...",3256,SCIENCE,562,1274,0,0
